,1,6,11,16,21,26,31,36,41,46,51,56,61,66,71,76,81,86,91,96
0,6016.015440755907,26702.08947027582,1290983.5058553861,355826681.18149996,383580440448.2792,1167290186367892.8,8.383153931281184e+18,1.3372668093576558e+23,3.9775562121159785e+27,2.1878422943267187e+32,2.0831730210419177e+37,3.253513067406304e+42,6.961056003368336e+47,2.472031085026625e+53,1.33520256080759e+59,8.535841586415806e+64,8.201867993761646e+70,1.0513295521098314e+77,1.9948181820708203e+83,4.547643741474214e+89
