,1,6,11,16,21,26,31,36,41,46,51,56,61,66,71,76,81,86,91,96
0,-10.627301875415036,-16.89240026407328,-23.466790597712055,-29.957819067821138,-36.30164194131457,-42.56066869335143,-48.619977946629376,-54.99788031683007,-60.43241733022622,-66.8853070996294,-72.75153884806609,-77.68674277897624,-85.22622364708374,-92.51860814722058,-96.69833108311332,-108.38709974046627,-110.51197037177107,-121.46500465224567,-117.76120729141311,-122.71833299060947
